TaskNum,Block,Scen,altern,Option1,Option2,Option3,Choice,Scale,PersonID,TRT,TSugar,price,Gene,FullFlav,cset,opt
15,3,3,3,0,0,1,0,10,22113,1,0,0,0,0,3,1
16,3,4,1,1,0,0,0,10,22113,1,25,2.49,0,0,3,0
16,3,4,2,0,1,0,1,10,22113,1,12,3.49,1,1,3,0
16,3,4,3,0,0,1,0,10,22113,1,0,0,0,0,3,1
17,3,5,1,1,0,0,0,10,22113,1,12,2.99,0,1,3,0
17,3,5,2,0,1,0,0,10,22113,1,25,2.49,1,0,3,0
17,3,5,3,0,0,1,1,10,22113,1,0,0,0,0,3,1
18,3,6,1,1,0,0,0,10,22113,1,12,3.49,1,0,3,0
18,3,6,2,0,1,0,1,10,22113,1,25,2.49,0,1,3,0
18,3,6,3,0,0,1,0,10,22113,1,0,0,0,0,3,1
1,1,1,1,1,0,0,1,7,22114,1,12,3.49,1,1,3,0
1,1,1,2,0,1,0,0,7,22114,1,25,2.99,0,0,3,0
1,1,1,3,0,0,1,0,7,22114,1,0,0,0,0,3,1
2,1,2,1,1,0,0,0,8,22114,1,25,2.49,0,1,3,0
2,1,2,2,0,1,0,1,8,22114,1,12,2.99,1,0,3,0
2,1,2,3,0,0,1,0,8,22114,1,0,0,0,0,3,1
3,1,3,1,1,0,0,1,8,22114,1,12,2.99,1,0,3,0
3,1,3,2,0,1,0,0,8,22114,1,25,3.49,0,1,3,0
3,1,3,3,0,0,1,0,8,22114,1,0,0,0,0,3,1
4,1,4,1,1,0,0,0,7,22114,1,25,2.99,0,1,3,0
4,1,4,2,0,1,0,1,7,22114,1,12,3.49,1,0,3,0
4,1,4,3,0,0,1,0,7,22114,1,0,0,0,0,3,1
5,1,5,1,1,0,0,1,7,22114,1,12,3.49,0,1,3,0
5,1,5,2,0,1,0,0,7,22114,1,25,2.49,1,0,3,0
5,1,5,3,0,0,1,0,7,22114,1,0,0,0,0,3,1
6,1,6,1,1,0,0,0,8,22114,1,25,2.99,1,0,3,0
6,1,6,2,0,1,0,1,8,22114,1,12,2.49,0,1,3,0
6,1,6,3,0,0,1,0,8,22114,1,0,0,0,0,3,1
7,2,1,1,1,0,0,0,10,22115,1,12,3.49,0,0,3,0
7,2,1,2,0,1,0,1,10,22115,1,25,2.99,1,1,3,0
7,2,1,3,0,0,1,0,10,22115,1,0,0,0,0,3,1
8,2,2,1,1,0,0,0,10,22115,1,25,2.99,0,0,3,0
8,2,2,2,0,1,0,1,10,22115,1,12,2.49,1,1,3,0
8,2,2,3,0,0,1,0,10,22115,1,0,0,0,0,3,1
9,2,3,1,1,0,0,1,10,22115,1,12,2.49,1,0,3,0
9,2,3,2,0,1,0,0,10,22115,1,25,3.49,0,1,3,0
9,2,3,3,0,0,1,0,10,22115,1,0,0,0,0,3,1
10,2,4,1,1,0,0,1,10,22115,1,12,2.49,1,1,3,0
10,2,4,2,0,1,0,0,10,22115,1,25,3.49,0,0,3,0
10,2,4,3,0,0,1,0,10,22115,1,0,0,0,0,3,1
11,2,5,1,1,0,0,1,10,22115,1,12,2.49,0,0,3,0
11,2,5,2,0,1,0,0,10,22115,1,25,3.49,1,1,3,0
11,2,5,3,0,0,1,0,10,22115,1,0,0,0,0,3,1
12,2,6,1,1,0,0,0,10,22115,1,25,3.49,1,0,3,0
12,2,6,2,0,1,0,1,10,22115,1,12,2.49,0,1,3,0
12,2,6,3,0,0,1,0,10,22115,1,0,0,0,0,3,1
1,1,1,1,1,0,0,0,10,22116,1,12,3.49,1,1,3,0
1,1,1,2,0,1,0,1,10,22116,1,25,2.99,0,0,3,0
1,1,1,3,0,0,1,0,10,22116,1,0,0,0,0,3,1
2,1,2,1,1,0,0,1,10,22116,1,25,2.49,0,1,3,0
2,1,2,2,0,1,0,0,10,22116,1,12,2.99,1,0,3,0
2,1,2,3,0,0,1,0,10,22116,1,0,0,0,0,3,1
3,1,3,1,1,0,0,0,10,22116,1,12,2.99,1,0,3,0
3,1,3,2,0,1,0,1,10,22116,1,25,3.49,0,1,3,0
3,1,3,3,0,0,1,0,10,22116,1,0,0,0,0,3,1
4,1,4,1,1,0,0,1,10,22116,1,25,2.99,0,1,3,0
4,1,4,2,0,1,0,0,10,22116,1,12,3.49,1,0,3,0
4,1,4,3,0,0,1,0,10,22116,1,0,0,0,0,3,1
5,1,5,1,1,0,0,1,10,22116,1,12,3.49,0,1,3,0
5,1,5,2,0,1,0,0,10,22116,1,25,2.49,1,0,3,0
5,1,5,3,0,0,1,0,10,22116,1,0,0,0,0,3,1
6,1,6,1,1,0,0,0,10,22116,1,25,2.99,1,0,3,0
6,1,6,2,0,1,0,1,10,22116,1,12,2.49,0,1,3,0
6,1,6,3,0,0,1,0,10,22116,1,0,0,0,0,3,1
13,3,1,1,1,0,0,0,9,22117,1,25,2.49,1,1,3,0
13,3,1,2,0,1,0,1,9,22117,1,12,3.49,0,0,3,0
13,3,1,3,0,0,1,0,9,22117,1,0,0,0,0,3,1
14,3,2,1,1,0,0,1,9,22117,1,25,3.49,1,1,3,0
14,3,2,2,0,1,0,0,9,22117,1,12,2.99,0,0,3,0
14,3,2,3,0,0,1,0,9,22117,1,0,0,0,0,3,1
15,3,3,1,1,0,0,1,10,22117,1,12,3.49,0,1,3,0
15,3,3,2,0,1,0,0,10,22117,1,25,2.99,1,0,3,0
15,3,3,3,0,0,1,0,10,22117,1,0,0,0,0,3,1
16,3,4,1,1,0,0,0,10,22117,1,25,2.49,0,0,3,0
16,3,4,2,0,1,0,1,10,22117,1,12,3.49,1,1,3,0
16,3,4,3,0,0,1,0,10,22117,1,0,0,0,0,3,1
17,3,5,1,1,0,0,1,10,22117,1,12,2.99,0,1,3,0
17,3,5,2,0,1,0,0,10,22117,1,25,2.49,1,0,3,0
17,3,5,3,0,0,1,0,10,22117,1,0,0,0,0,3,1
18,3,6,1,1,0,0,0,9,22117,1,12,3.49,1,0,3,0
18,3,6,2,0,1,0,1,9,22117,1,25,2.49,0,1,3,0
18,3,6,3,0,0,1,0,9,22117,1,0,0,0,0,3,1
7,2,1,1,1,0,0,0,10,22118,1,12,3.49,0,0,3,0
7,2,1,2,0,1,0,1,10,22118,1,25,2.99,1,1,3,0
7,2,1,3,0,0,1,0,10,22118,1,0,0,0,0,3,1
8,2,2,1,1,0,0,0,10,22118,1,25,2.99,0,0,3,0
8,2,2,2,0,1,0,1,10,22118,1,12,2.49,1,1,3,0
8,2,2,3,0,0,1,0,10,22118,1,0,0,0,0,3,1
9,2,3,1,1,0,0,0,10,22118,1,12,2.49,1,0,3,0
9,2,3,2,0,1,0,1,10,22118,1,25,3.49,0,1,3,0
9,2,3,3,0,0,1,0,10,22118,1,0,0,0,0,3,1
10,2,4,1,1,0,0,1,10,22118,1,12,2.49,1,1,3,0
10,2,4,2,0,1,0,0,10,22118,1,25,3.49,0,0,3,0
10,2,4,3,0,0,1,0,10,22118,1,0,0,0,0,3,1
11,2,5,1,1,0,0,0,10,22118,1,12,2.49,0,0,3,0
11,2,5,2,0,1,0,0,10,22118,1,25,3.49,1,1,3,0
11,2,5,3,0,0,1,1,10,22118,1,0,0,0,0,3,1
12,2,6,1,1,0,0,0,10,22118,1,25,3.49,1,0,3,0
12,2,6,2,0,1,0,0,10,22118,1,12,2.49,0,1,3,0
12,2,6,3,0,0,1,1,10,22118,1,0,0,0,0,3,1
13,3,1,1,1,0,0,1,7,22119,1,25,2.49,1,1,3,0
13,3,1,2,0,1,0,0,7,22119,1,12,3.49,0,0,3,0
13,3,1,3,0,0,1,0,7,22119,1,0,0,0,0,3,1
14,3,2,1,1,0,0,1,9,22119,1,25,3.49,1,1,3,0
14,3,2,2,0,1,0,0,9,22119,1,12,2.99,0,0,3,0
14,3,2,3,0,0,1,0,9,22119,1,0,0,0,0,3,1
15,3,3,1,1,0,0,1,8,22119,1,12,3.49,0,1,3,0
15,3,3,2,0,1,0,0,8,22119,1,25,2.99,1,0,3,0
15,3,3,3,0,0,1,0,8,22119,1,0,0,0,0,3,1
16,3,4,1,1,0,0,0,8,22119,1,25,2.49,0,0,3,0
16,3,4,2,0,1,0,1,8,22119,1,12,3.49,1,1,3,0
16,3,4,3,0,0,1,0,8,22119,1,0,0,0,0,3,1
17,3,5,1,1,0,0,1,9,22119,1,12,2.99,0,1,3,0
17,3,5,2,0,1,0,0,9,22119,1,25,2.49,1,0,3,0
17,3,5,3,0,0,1,0,9,22119,1,0,0,0,0,3,1
18,3,6,1,1,0,0,0,9,22119,1,12,3.49,1,0,3,0
18,3,6,2,0,1,0,1,9,22119,1,25,2.49,0,1,3,0
18,3,6,3,0,0,1,0,9,22119,1,0,0,0,0,3,1
7,2,1,1,1,0,0,1,10,22120,1,12,3.49,0,0,3,0
7,2,1,2,0,1,0,0,10,22120,1,25,2.99,1,1,3,0
7,2,1,3,0,0,1,0,10,22120,1,0,0,0,0,3,1
8,2,2,1,1,0,0,1,10,22120,1,25,2.99,0,0,3,0
8,2,2,2,0,1,0,0,10,22120,1,12,2.49,1,1,3,0
8,2,2,3,0,0,1,0,10,22120,1,0,0,0,0,3,1
9,2,3,1,1,0,0,1,10,22120,1,12,2.49,1,0,3,0
9,2,3,2,0,1,0,0,10,22120,1,25,3.49,0,1,3,0
9,2,3,3,0,0,1,0,10,22120,1,0,0,0,0,3,1
10,2,4,1,1,0,0,0,10,22120,1,12,2.49,1,1,3,0
10,2,4,2,0,1,0,1,10,22120,1,25,3.49,0,0,3,0
10,2,4,3,0,0,1,0,10,22120,1,0,0,0,0,3,1
11,2,5,1,1,0,0,1,10,22120,1,12,2.49,0,0,3,0
11,2,5,2,0,1,0,0,10,22120,1,25,3.49,1,1,3,0
11,2,5,3,0,0,1,0,10,22120,1,0,0,0,0,3,1
12,2,6,1,1,0,0,0,10,22120,1,25,3.49,1,0,3,0
12,2,6,2,0,1,0,1,10,22120,1,12,2.49,0,1,3,0
12,2,6,3,0,0,1,0,10,22120,1,0,0,0,0,3,1
7,2,1,1,1,0,0,1,10,22121,1,12,3.49,0,0,3,0
7,2,1,2,0,1,0,0,10,22121,1,25,2.99,1,1,3,0
7,2,1,3,0,0,1,0,10,22121,1,0,0,0,0,3,1
8,2,2,1,1,0,0,0,10,22121,1,25,2.99,0,0,3,0
8,2,2,2,0,1,0,1,10,22121,1,12,2.49,1,1,3,0
8,2,2,3,0,0,1,0,10,22121,1,0,0,0,0,3,1
9,2,3,1,1,0,0,1,10,22121,1,12,2.49,1,0,3,0
9,2,3,2,0,1,0,0,10,22121,1,25,3.49,0,1,3,0
9,2,3,3,0,0,1,0,10,22121,1,0,0,0,0,3,1
10,2,4,1,1,0,0,1,10,22121,1,12,2.49,1,1,3,0
10,2,4,2,0,1,0,0,10,22121,1,25,3.49,0,0,3,0
10,2,4,3,0,0,1,0,10,22121,1,0,0,0,0,3,1
11,2,5,1,1,0,0,1,10,22121,1,12,2.49,0,0,3,0
11,2,5,2,0,1,0,0,10,22121,1,25,3.49,1,1,3,0
11,2,5,3,0,0,1,0,10,22121,1,0,0,0,0,3,1
12,2,6,1,1,0,0,0,10,22121,1,25,3.49,1,0,3,0
12,2,6,2,0,1,0,1,10,22121,1,12,2.49,0,1,3,0
12,2,6,3,0,0,1,0,10,22121,1,0,0,0,0,3,1
13,3,1,1,1,0,0,0,3,22122,1,25,2.49,1,1,3,0
13,3,1,2,0,1,0,1,3,22122,1,12,3.49,0,0,3,0
13,3,1,3,0,0,1,0,3,22122,1,0,0,0,0,3,1
