PersonID,TaskNum,Block,Scen,altern,Option1,Option2,Option3,Choice,Scale,TRT,TSugar,price,Gene,FullFlav,cset,opt
1214,15,3,3,3,0,0,1,0,8,1,0,0,0,0,3,1
1214,16,3,4,1,1,0,0,0,7,1,29,1.99,0,0,3,0
1214,16,3,4,2,0,1,0,1,7,1,14,3.99,1,1,3,0
1214,16,3,4,3,0,0,1,0,7,1,0,0,0,0,3,1
1214,17,3,5,1,1,0,0,1,8,1,14,2.99,0,1,3,0
1214,17,3,5,2,0,1,0,0,8,1,29,1.99,1,0,3,0
1214,17,3,5,3,0,0,1,0,8,1,0,0,0,0,3,1
1214,18,3,6,1,1,0,0,1,8,1,14,3.99,1,0,3,0
1214,18,3,6,2,0,1,0,0,8,1,29,1.99,0,1,3,0
1214,18,3,6,3,0,0,1,0,8,1,0,0,0,0,3,1
1215,1,1,1,1,1,0,0,1,4,1,14,3.99,1,1,3,0
1215,1,1,1,2,0,1,0,0,4,1,29,2.99,0,0,3,0
1215,1,1,1,3,0,0,1,0,4,1,0,0,0,0,3,1
1215,2,1,2,1,1,0,0,1,4,1,29,1.99,0,1,3,0
1215,2,1,2,2,0,1,0,0,4,1,14,2.99,1,0,3,0
1215,2,1,2,3,0,0,1,0,4,1,0,0,0,0,3,1
1215,3,1,3,1,1,0,0,0,4,1,14,2.99,1,0,3,0
1215,3,1,3,2,0,1,0,1,4,1,29,3.99,0,1,3,0
1215,3,1,3,3,0,0,1,0,4,1,0,0,0,0,3,1
1215,4,1,4,1,1,0,0,0,7,1,29,2.99,0,1,3,0
1215,4,1,4,2,0,1,0,1,7,1,14,3.99,1,0,3,0
1215,4,1,4,3,0,0,1,0,7,1,0,0,0,0,3,1
1215,5,1,5,1,1,0,0,1,4,1,14,3.99,0,1,3,0
1215,5,1,5,2,0,1,0,0,4,1,29,1.99,1,0,3,0
1215,5,1,5,3,0,0,1,0,4,1,0,0,0,0,3,1
1215,6,1,6,1,1,0,0,1,6,1,29,2.99,1,0,3,0
1215,6,1,6,2,0,1,0,0,6,1,14,1.99,0,1,3,0
1215,6,1,6,3,0,0,1,0,6,1,0,0,0,0,3,1
1216,1,1,1,1,1,0,0,1,9,1,14,3.99,1,1,3,0
1216,1,1,1,2,0,1,0,0,9,1,29,2.99,0,0,3,0
1216,1,1,1,3,0,0,1,0,9,1,0,0,0,0,3,1
1216,2,1,2,1,1,0,0,0,9,1,29,1.99,0,1,3,0
1216,2,1,2,2,0,1,0,1,9,1,14,2.99,1,0,3,0
1216,2,1,2,3,0,0,1,0,9,1,0,0,0,0,3,1
1216,3,1,3,1,1,0,0,1,10,1,14,2.99,1,0,3,0
1216,3,1,3,2,0,1,0,0,10,1,29,3.99,0,1,3,0
1216,3,1,3,3,0,0,1,0,10,1,0,0,0,0,3,1
1216,4,1,4,1,1,0,0,0,9,1,29,2.99,0,1,3,0
1216,4,1,4,2,0,1,0,1,9,1,14,3.99,1,0,3,0
1216,4,1,4,3,0,0,1,0,9,1,0,0,0,0,3,1
1216,5,1,5,1,1,0,0,1,9,1,14,3.99,0,1,3,0
1216,5,1,5,2,0,1,0,0,9,1,29,1.99,1,0,3,0
1216,5,1,5,3,0,0,1,0,9,1,0,0,0,0,3,1
1216,6,1,6,1,1,0,0,0,10,1,29,2.99,1,0,3,0
1216,6,1,6,2,0,1,0,1,10,1,14,1.99,0,1,3,0
1216,6,1,6,3,0,0,1,0,10,1,0,0,0,0,3,1
1217,13,3,1,1,1,0,0,0,10,1,29,1.99,1,1,3,0
1217,13,3,1,2,0,1,0,1,10,1,14,3.99,0,0,3,0
1217,13,3,1,3,0,0,1,0,10,1,0,0,0,0,3,1
1217,14,3,2,1,1,0,0,0,10,1,29,3.99,1,1,3,0
1217,14,3,2,2,0,1,0,1,10,1,14,2.99,0,0,3,0
1217,14,3,2,3,0,0,1,0,10,1,0,0,0,0,3,1
1217,15,3,3,1,1,0,0,1,10,1,14,3.99,0,1,3,0
1217,15,3,3,2,0,1,0,0,10,1,29,2.99,1,0,3,0
1217,15,3,3,3,0,0,1,0,10,1,0,0,0,0,3,1
1217,16,3,4,1,1,0,0,0,10,1,29,1.99,0,0,3,0
1217,16,3,4,2,0,1,0,1,10,1,14,3.99,1,1,3,0
1217,16,3,4,3,0,0,1,0,10,1,0,0,0,0,3,1
1217,17,3,5,1,1,0,0,1,10,1,14,2.99,0,1,3,0
1217,17,3,5,2,0,1,0,0,10,1,29,1.99,1,0,3,0
1217,17,3,5,3,0,0,1,0,10,1,0,0,0,0,3,1
1217,18,3,6,1,1,0,0,1,10,1,14,3.99,1,0,3,0
1217,18,3,6,2,0,1,0,0,10,1,29,1.99,0,1,3,0
1217,18,3,6,3,0,0,1,0,10,1,0,0,0,0,3,1
1218,7,2,1,1,1,0,0,0,5,1,14,3.99,0,0,3,0
1218,7,2,1,2,0,1,0,1,5,1,29,2.99,1,1,3,0
1218,7,2,1,3,0,0,1,0,5,1,0,0,0,0,3,1
1218,8,2,2,1,1,0,0,1,4,1,29,2.99,0,0,3,0
1218,8,2,2,2,0,1,0,0,4,1,14,1.99,1,1,3,0
1218,8,2,2,3,0,0,1,0,4,1,0,0,0,0,3,1
1218,9,2,3,1,1,0,0,0,8,1,14,1.99,1,0,3,0
1218,9,2,3,2,0,1,0,0,8,1,29,3.99,0,1,3,0
1218,9,2,3,3,0,0,1,1,8,1,0,0,0,0,3,1
1218,10,2,4,1,1,0,0,1,7,1,14,1.99,1,1,3,0
1218,10,2,4,2,0,1,0,0,7,1,29,3.99,0,0,3,0
1218,10,2,4,3,0,0,1,0,7,1,0,0,0,0,3,1
1218,11,2,5,1,1,0,0,1,5,1,14,1.99,0,0,3,0
1218,11,2,5,2,0,1,0,0,5,1,29,3.99,1,1,3,0
1218,11,2,5,3,0,0,1,0,5,1,0,0,0,0,3,1
1218,12,2,6,1,1,0,0,0,6,1,29,3.99,1,0,3,0
1218,12,2,6,2,0,1,0,1,6,1,14,1.99,0,1,3,0
1218,12,2,6,3,0,0,1,0,6,1,0,0,0,0,3,1
1219,13,3,1,1,1,0,0,0,10,1,29,1.99,1,1,3,0
1219,13,3,1,2,0,1,0,0,10,1,14,3.99,0,0,3,0
1219,13,3,1,3,0,0,1,1,10,1,0,0,0,0,3,1
1219,14,3,2,1,1,0,0,0,10,1,29,3.99,1,1,3,0
1219,14,3,2,2,0,1,0,0,10,1,14,2.99,0,0,3,0
1219,14,3,2,3,0,0,1,1,10,1,0,0,0,0,3,1
1219,15,3,3,1,1,0,0,1,10,1,14,3.99,0,1,3,0
1219,15,3,3,2,0,1,0,0,10,1,29,2.99,1,0,3,0
1219,15,3,3,3,0,0,1,0,10,1,0,0,0,0,3,1
1219,16,3,4,1,1,0,0,0,10,1,29,1.99,0,0,3,0
1219,16,3,4,2,0,1,0,0,10,1,14,3.99,1,1,3,0
1219,16,3,4,3,0,0,1,1,10,1,0,0,0,0,3,1
1219,17,3,5,1,1,0,0,1,10,1,14,2.99,0,1,3,0
1219,17,3,5,2,0,1,0,0,10,1,29,1.99,1,0,3,0
1219,17,3,5,3,0,0,1,0,10,1,0,0,0,0,3,1
1219,18,3,6,1,1,0,0,0,10,1,14,3.99,1,0,3,0
1219,18,3,6,2,0,1,0,0,10,1,29,1.99,0,1,3,0
1219,18,3,6,3,0,0,1,1,10,1,0,0,0,0,3,1
12110,13,3,1,1,1,0,0,0,10,1,29,1.99,1,1,3,0
12110,13,3,1,2,0,1,0,1,10,1,14,3.99,0,0,3,0
12110,13,3,1,3,0,0,1,0,10,1,0,0,0,0,3,1
12110,14,3,2,1,1,0,0,1,8,1,29,3.99,1,1,3,0
12110,14,3,2,2,0,1,0,0,8,1,14,2.99,0,0,3,0
12110,14,3,2,3,0,0,1,0,8,1,0,0,0,0,3,1
12110,15,3,3,1,1,0,0,0,7,1,14,3.99,0,1,3,0
12110,15,3,3,2,0,1,0,0,7,1,29,2.99,1,0,3,0
12110,15,3,3,3,0,0,1,1,7,1,0,0,0,0,3,1
12110,16,3,4,1,1,0,0,1,6,1,29,1.99,0,0,3,0
12110,16,3,4,2,0,1,0,0,6,1,14,3.99,1,1,3,0
12110,16,3,4,3,0,0,1,0,6,1,0,0,0,0,3,1
12110,17,3,5,1,1,0,0,0,10,1,14,2.99,0,1,3,0
12110,17,3,5,2,0,1,0,0,10,1,29,1.99,1,0,3,0
12110,17,3,5,3,0,0,1,1,10,1,0,0,0,0,3,1
12110,18,3,6,1,1,0,0,1,9,1,14,3.99,1,0,3,0
12110,18,3,6,2,0,1,0,0,9,1,29,1.99,0,1,3,0
12110,18,3,6,3,0,0,1,0,9,1,0,0,0,0,3,1
12111,7,2,1,1,1,0,0,0,6,1,14,3.99,0,0,3,0
12111,7,2,1,2,0,1,0,0,6,1,29,2.99,1,1,3,0
12111,7,2,1,3,0,0,1,1,6,1,0,0,0,0,3,1
12111,8,2,2,1,1,0,0,0,5,1,29,2.99,0,0,3,0
12111,8,2,2,2,0,1,0,0,5,1,14,1.99,1,1,3,0
12111,8,2,2,3,0,0,1,1,5,1,0,0,0,0,3,1
12111,9,2,3,1,1,0,0,0,9,1,14,1.99,1,0,3,0
12111,9,2,3,2,0,1,0,1,9,1,29,3.99,0,1,3,0
12111,9,2,3,3,0,0,1,0,9,1,0,0,0,0,3,1
12111,10,2,4,1,1,0,0,0,8,1,14,1.99,1,1,3,0
12111,10,2,4,2,0,1,0,0,8,1,29,3.99,0,0,3,0
12111,10,2,4,3,0,0,1,1,8,1,0,0,0,0,3,1
12111,11,2,5,1,1,0,0,0,8,1,14,1.99,0,0,3,0
12111,11,2,5,2,0,1,0,0,8,1,29,3.99,1,1,3,0
12111,11,2,5,3,0,0,1,1,8,1,0,0,0,0,3,1
12111,12,2,6,1,1,0,0,0,8,1,29,3.99,1,0,3,0
12111,12,2,6,2,0,1,0,1,8,1,14,1.99,0,1,3,0
12111,12,2,6,3,0,0,1,0,8,1,0,0,0,0,3,1
12112,13,3,1,1,1,0,0,1,4,1,29,1.99,1,1,3,0
12112,13,3,1,2,0,1,0,0,4,1,14,3.99,0,0,3,0
12112,13,3,1,3,0,0,1,0,4,1,0,0,0,0,3,1
12112,14,3,2,1,1,0,0,0,5,1,29,3.99,1,1,3,0
12112,14,3,2,2,0,1,0,0,5,1,14,2.99,0,0,3,0
12112,14,3,2,3,0,0,1,1,5,1,0,0,0,0,3,1
12112,15,3,3,1,1,0,0,1,5,1,14,3.99,0,1,3,0
12112,15,3,3,2,0,1,0,0,5,1,29,2.99,1,0,3,0
12112,15,3,3,3,0,0,1,0,5,1,0,0,0,0,3,1
12112,16,3,4,1,1,0,0,0,5,1,29,1.99,0,0,3,0
12112,16,3,4,2,0,1,0,1,5,1,14,3.99,1,1,3,0
12112,16,3,4,3,0,0,1,0,5,1,0,0,0,0,3,1
12112,17,3,5,1,1,0,0,1,5,1,14,2.99,0,1,3,0
12112,17,3,5,2,0,1,0,0,5,1,29,1.99,1,0,3,0
12112,17,3,5,3,0,0,1,0,5,1,0,0,0,0,3,1
12112,18,3,6,1,1,0,0,0,6,1,14,3.99,1,0,3,0
12112,18,3,6,2,0,1,0,1,6,1,29,1.99,0,1,3,0
12112,18,3,6,3,0,0,1,0,6,1,0,0,0,0,3,1
12113,1,1,1,1,1,0,0,0,8,1,14,3.99,1,1,3,0
12113,1,1,1,2,0,1,0,1,8,1,29,2.99,0,0,3,0
12113,1,1,1,3,0,0,1,0,8,1,0,0,0,0,3,1
12113,2,1,2,1,1,0,0,1,10,1,29,1.99,0,1,3,0
12113,2,1,2,2,0,1,0,0,10,1,14,2.99,1,0,3,0
12113,2,1,2,3,0,0,1,0,10,1,0,0,0,0,3,1
12113,3,1,3,1,1,0,0,0,8,1,14,2.99,1,0,3,0
12113,3,1,3,2,0,1,0,1,8,1,29,3.99,0,1,3,0
12113,3,1,3,3,0,0,1,0,8,1,0,0,0,0,3,1
12113,4,1,4,1,1,0,0,1,10,1,29,2.99,0,1,3,0
12113,4,1,4,2,0,1,0,0,10,1,14,3.99,1,0,3,0
12113,4,1,4,3,0,0,1,0,10,1,0,0,0,0,3,1
12113,5,1,5,1,1,0,0,1,4,1,14,3.99,0,1,3,0
12113,5,1,5,2,0,1,0,0,4,1,29,1.99,1,0,3,0
12113,5,1,5,3,0,0,1,0,4,1,0,0,0,0,3,1
12113,6,1,6,1,1,0,0,0,6,1,29,2.99,1,0,3,0
12113,6,1,6,2,0,1,0,1,6,1,14,1.99,0,1,3,0
12113,6,1,6,3,0,0,1,0,6,1,0,0,0,0,3,1
12114,1,1,1,1,1,0,0,0,7,1,14,3.99,1,1,3,0
12114,1,1,1,2,0,1,0,0,7,1,29,2.99,0,0,3,0
12114,1,1,1,3,0,0,1,1,7,1,0,0,0,0,3,1
12114,2,1,2,1,1,0,0,0,7,1,29,1.99,0,1,3,0
12114,2,1,2,2,0,1,0,0,7,1,14,2.99,1,0,3,0
12114,2,1,2,3,0,0,1,1,7,1,0,0,0,0,3,1
12114,3,1,3,1,1,0,0,0,7,1,14,2.99,1,0,3,0
12114,3,1,3,2,0,1,0,0,7,1,29,3.99,0,1,3,0
12114,3,1,3,3,0,0,1,1,7,1,0,0,0,0,3,1
12114,4,1,4,1,1,0,0,0,6,1,29,2.99,0,1,3,0
12114,4,1,4,2,0,1,0,0,6,1,14,3.99,1,0,3,0
12114,4,1,4,3,0,0,1,1,6,1,0,0,0,0,3,1
12114,5,1,5,1,1,0,0,1,7,1,14,3.99,0,1,3,0
12114,5,1,5,2,0,1,0,0,7,1,29,1.99,1,0,3,0
12114,5,1,5,3,0,0,1,0,7,1,0,0,0,0,3,1
12114,6,1,6,1,1,0,0,0,7,1,29,2.99,1,0,3,0
12114,6,1,6,2,0,1,0,1,7,1,14,1.99,0,1,3,0
12114,6,1,6,3,0,0,1,0,7,1,0,0,0,0,3,1
12115,1,1,1,1,1,0,0,1,10,1,14,3.99,1,1,3,0
12115,1,1,1,2,0,1,0,0,10,1,29,2.99,0,0,3,0
12115,1,1,1,3,0,0,1,0,10,1,0,0,0,0,3,1
12115,2,1,2,1,1,0,0,1,10,1,29,1.99,0,1,3,0
12115,2,1,2,2,0,1,0,0,10,1,14,2.99,1,0,3,0
12115,2,1,2,3,0,0,1,0,10,1,0,0,0,0,3,1
12115,3,1,3,1,1,0,0,0,10,1,14,2.99,1,0,3,0
12115,3,1,3,2,0,1,0,1,10,1,29,3.99,0,1,3,0
12115,3,1,3,3,0,0,1,0,10,1,0,0,0,0,3,1
12115,4,1,4,1,1,0,0,1,10,1,29,2.99,0,1,3,0
12115,4,1,4,2,0,1,0,0,10,1,14,3.99,1,0,3,0
12115,4,1,4,3,0,0,1,0,10,1,0,0,0,0,3,1
12115,5,1,5,1,1,0,0,1,10,1,14,3.99,0,1,3,0
12115,5,1,5,2,0,1,0,0,10,1,29,1.99,1,0,3,0
12115,5,1,5,3,0,0,1,0,10,1,0,0,0,0,3,1
12115,6,1,6,1,1,0,0,0,10,1,29,2.99,1,0,3,0
12115,6,1,6,2,0,1,0,1,10,1,14,1.99,0,1,3,0
12115,6,1,6,3,0,0,1,0,10,1,0,0,0,0,3,1
12116,1,1,1,1,1,0,0,0,8,1,14,3.99,1,1,3,0
12116,1,1,1,2,0,1,0,0,8,1,29,2.99,0,0,3,0
12116,1,1,1,3,0,0,1,1,8,1,0,0,0,0,3,1
12116,2,1,2,1,1,0,0,1,7,1,29,1.99,0,1,3,0
12116,2,1,2,2,0,1,0,0,7,1,14,2.99,1,0,3,0
12116,2,1,2,3,0,0,1,0,7,1,0,0,0,0,3,1
12116,3,1,3,1,1,0,0,0,8,1,14,2.99,1,0,3,0
12116,3,1,3,2,0,1,0,0,8,1,29,3.99,0,1,3,0
12116,3,1,3,3,0,0,1,1,8,1,0,0,0,0,3,1
12116,4,1,4,1,1,0,0,0,8,1,29,2.99,0,1,3,0
12116,4,1,4,2,0,1,0,0,8,1,14,3.99,1,0,3,0
12116,4,1,4,3,0,0,1,1,8,1,0,0,0,0,3,1
12116,5,1,5,1,1,0,0,0,7,1,14,3.99,0,1,3,0
12116,5,1,5,2,0,1,0,0,7,1,29,1.99,1,0,3,0
12116,5,1,5,3,0,0,1,1,7,1,0,0,0,0,3,1
12116,6,1,6,1,1,0,0,0,7,1,29,2.99,1,0,3,0
12116,6,1,6,2,0,1,0,0,7,1,14,1.99,0,1,3,0
12116,6,1,6,3,0,0,1,1,7,1,0,0,0,0,3,1
12117,13,3,1,1,1,0,0,0,8,1,29,1.99,1,1,3,0
12117,13,3,1,2,0,1,0,1,8,1,14,3.99,0,0,3,0
12117,13,3,1,3,0,0,1,0,8,1,0,0,0,0,3,1
12117,14,3,2,1,1,0,0,1,8,1,29,3.99,1,1,3,0
12117,14,3,2,2,0,1,0,0,8,1,14,2.99,0,0,3,0
12117,14,3,2,3,0,0,1,0,8,1,0,0,0,0,3,1
12117,15,3,3,1,1,0,0,1,9,1,14,3.99,0,1,3,0
12117,15,3,3,2,0,1,0,0,9,1,29,2.99,1,0,3,0
12117,15,3,3,3,0,0,1,0,9,1,0,0,0,0,3,1
12117,16,3,4,1,1,0,0,0,8,1,29,1.99,0,0,3,0
12117,16,3,4,2,0,1,0,0,8,1,14,3.99,1,1,3,0
12117,16,3,4,3,0,0,1,1,8,1,0,0,0,0,3,1
12117,17,3,5,1,1,0,0,0,7,1,14,2.99,0,1,3,0
12117,17,3,5,2,0,1,0,1,7,1,29,1.99,1,0,3,0
12117,17,3,5,3,0,0,1,0,7,1,0,0,0,0,3,1
12117,18,3,6,1,1,0,0,0,8,1,14,3.99,1,0,3,0
12117,18,3,6,2,0,1,0,1,8,1,29,1.99,0,1,3,0
12117,18,3,6,3,0,0,1,0,8,1,0,0,0,0,3,1
12118,7,2,1,1,1,0,0,0,8,1,14,3.99,0,0,3,0
12118,7,2,1,2,0,1,0,1,8,1,29,2.99,1,1,3,0
12118,7,2,1,3,0,0,1,0,8,1,0,0,0,0,3,1
12118,8,2,2,1,1,0,0,0,9,1,29,2.99,0,0,3,0
12118,8,2,2,2,0,1,0,1,9,1,14,1.99,1,1,3,0
12118,8,2,2,3,0,0,1,0,9,1,0,0,0,0,3,1
12118,9,2,3,1,1,0,0,0,9,1,14,1.99,1,0,3,0
12118,9,2,3,2,0,1,0,1,9,1,29,3.99,0,1,3,0
12118,9,2,3,3,0,0,1,0,9,1,0,0,0,0,3,1
12118,10,2,4,1,1,0,0,1,7,1,14,1.99,1,1,3,0
12118,10,2,4,2,0,1,0,0,7,1,29,3.99,0,0,3,0
12118,10,2,4,3,0,0,1,0,7,1,0,0,0,0,3,1
12118,11,2,5,1,1,0,0,0,6,1,14,1.99,0,0,3,0
12118,11,2,5,2,0,1,0,1,6,1,29,3.99,1,1,3,0
12118,11,2,5,3,0,0,1,0,6,1,0,0,0,0,3,1
12118,12,2,6,1,1,0,0,0,9,1,29,3.99,1,0,3,0
12118,12,2,6,2,0,1,0,1,9,1,14,1.99,0,1,3,0
12118,12,2,6,3,0,0,1,0,9,1,0,0,0,0,3,1
12119,7,2,1,1,1,0,0,0,8,1,14,3.99,0,0,3,0
12119,7,2,1,2,0,1,0,0,8,1,29,2.99,1,1,3,0
12119,7,2,1,3,0,0,1,1,8,1,0,0,0,0,3,1
12119,8,2,2,1,1,0,0,0,9,1,29,2.99,0,0,3,0
12119,8,2,2,2,0,1,0,0,9,1,14,1.99,1,1,3,0
12119,8,2,2,3,0,0,1,1,9,1,0,0,0,0,3,1
12119,9,2,3,1,1,0,0,0,7,1,14,1.99,1,0,3,0
12119,9,2,3,2,0,1,0,1,7,1,29,3.99,0,1,3,0
12119,9,2,3,3,0,0,1,0,7,1,0,0,0,0,3,1
12119,10,2,4,1,1,0,0,0,8,1,14,1.99,1,1,3,0
12119,10,2,4,2,0,1,0,0,8,1,29,3.99,0,0,3,0
12119,10,2,4,3,0,0,1,1,8,1,0,0,0,0,3,1
12119,11,2,5,1,1,0,0,0,10,1,14,1.99,0,0,3,0
12119,11,2,5,2,0,1,0,0,10,1,29,3.99,1,1,3,0
12119,11,2,5,3,0,0,1,1,10,1,0,0,0,0,3,1
12119,12,2,6,1,1,0,0,0,9,1,29,3.99,1,0,3,0
12119,12,2,6,2,0,1,0,1,9,1,14,1.99,0,1,3,0
12119,12,2,6,3,0,0,1,0,9,1,0,0,0,0,3,1
12120,7,2,1,1,1,0,0,1,10,1,14,3.99,0,0,3,0
12120,7,2,1,2,0,1,0,0,10,1,29,2.99,1,1,3,0
12120,7,2,1,3,0,0,1,0,10,1,0,0,0,0,3,1
12120,8,2,2,1,1,0,0,0,10,1,29,2.99,0,0,3,0
12120,8,2,2,2,0,1,0,1,10,1,14,1.99,1,1,3,0
12120,8,2,2,3,0,0,1,0,10,1,0,0,0,0,3,1
12120,9,2,3,1,1,0,0,1,7,1,14,1.99,1,0,3,0
12120,9,2,3,2,0,1,0,0,7,1,29,3.99,0,1,3,0
12120,9,2,3,3,0,0,1,0,7,1,0,0,0,0,3,1
12120,10,2,4,1,1,0,0,1,10,1,14,1.99,1,1,3,0
12120,10,2,4,2,0,1,0,0,10,1,29,3.99,0,0,3,0
12120,10,2,4,3,0,0,1,0,10,1,0,0,0,0,3,1
12120,11,2,5,1,1,0,0,0,10,1,14,1.99,0,0,3,0
12120,11,2,5,2,0,1,0,0,10,1,29,3.99,1,1,3,0
12120,11,2,5,3,0,0,1,1,10,1,0,0,0,0,3,1
12120,12,2,6,1,1,0,0,0,10,1,29,3.99,1,0,3,0
12120,12,2,6,2,0,1,0,1,10,1,14,1.99,0,1,3,0
12120,12,2,6,3,0,0,1,0,10,1,0,0,0,0,3,1
12121,7,2,1,1,1,0,0,1,10,1,14,3.99,0,0,3,0
12121,7,2,1,2,0,1,0,0,10,1,29,2.99,1,1,3,0
12121,7,2,1,3,0,0,1,0,10,1,0,0,0,0,3,1
12121,8,2,2,1,1,0,0,0,10,1,29,2.99,0,0,3,0
12121,8,2,2,2,0,1,0,1,10,1,14,1.99,1,1,3,0
12121,8,2,2,3,0,0,1,0,10,1,0,0,0,0,3,1
12121,9,2,3,1,1,0,0,1,10,1,14,1.99,1,0,3,0
12121,9,2,3,2,0,1,0,0,10,1,29,3.99,0,1,3,0
12121,9,2,3,3,0,0,1,0,10,1,0,0,0,0,3,1
12121,10,2,4,1,1,0,0,1,10,1,14,1.99,1,1,3,0
12121,10,2,4,2,0,1,0,0,10,1,29,3.99,0,0,3,0
12121,10,2,4,3,0,0,1,0,10,1,0,0,0,0,3,1
12121,11,2,5,1,1,0,0,1,10,1,14,1.99,0,0,3,0
12121,11,2,5,2,0,1,0,0,10,1,29,3.99,1,1,3,0
12121,11,2,5,3,0,0,1,0,10,1,0,0,0,0,3,1
12121,12,2,6,1,1,0,0,0,10,1,29,3.99,1,0,3,0
12121,12,2,6,2,0,1,0,1,10,1,14,1.99,0,1,3,0
12121,12,2,6,3,0,0,1,0,10,1,0,0,0,0,3,1
12122,13,3,1,1,1,0,0,1,9,1,29,1.99,1,1,3,0
12122,13,3,1,2,0,1,0,0,9,1,14,3.99,0,0,3,0
12122,13,3,1,3,0,0,1,0,9,1,0,0,0,0,3,1
